Quarter Section,Tract,Land Use,KHE Land ID,Year 1 Issues,Repaired Year 1,Year 2 Issues,Repaired Year 2,Year 3 Issues,Repaired Year 3,Year 3 Current Recommendations,Year 3 Rationales,Year 3 PCEM Status,VEC,GIS,Topic
NE 8-7-3 W3M,BESK-0514.0,Cultivated,LAND ID 587,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SE 17-7-3 W3M,BESK-0514.1,Cultivated,LAND ID 588,Contouring,Issue Repaired,--,--,Contouring_1,--,Repair,Not expected to recover without repair.,REPAIR,,,
SE 17-7-3 W3M,BESK-0514.1,Cultivated,LAND ID 588,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,REPAIR,,,
SE 17-7-3 W3M,BESK-0514.1,Cultivated,LAND ID 588,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
SE 17-7-3 W3M,BESK-0514.1,Cultivated,LAND ID 588,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
SW 16-7-3 W3M,BESK-0515.1,Cultivated,LAND ID 589,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
SE 16-7-3 W3M,BESK-0516.1,Cultivated,LAND ID 590,Contouring,--,--,--,Contouring_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
SE 16-7-3 W3M,BESK-0516.1,Cultivated,LAND ID 590,Subsidence,--,--,--,Subsidence_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
SW 15-7-3 W3M,BESK-0516.2,Cultivated,LAND ID 591,Site visit,--,--,--,Site visit,--,Resolved,No issues.,RESOLVED,,,
NW 10-7-3 W3M,BESK-0517.0,Cultivated,LAND ID 592,Site visit,--,--,--,Site visit,--,Resolved,No issues.,RESOLVED,,,
NE 10-7-3 W3M,BESK-0518.0,Cultivated,LAND ID 593,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 11-7-3 W3M,BESK-0519.0,Cultivated,LAND ID 594,Site visit,--,--,--,Site visit,--,Resolved,No issues.,RESOLVED,,,
NE 11-7-3 W3M,BESK-0520.0,Cultivated,LAND ID 595,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 12-7-3 W3M,BESK-0521.0,Cultivated,LAND ID 596,--,--,--,--,Site visit,--,Resolved,No issues.,RESOLVED,,,
NE 12-7-3 W3M,BESK-0522.0,Cultivated,LAND ID 597,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 12-7-3 W3M,BESK-0522.0,Cultivated,LAND ID 597,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 12-7-3 W3M,BESK-0522.0,Cultivated,LAND ID 597,Subsidence,--,--,--,Subsidence_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 12-7-3 W3M,BESK-0522.0,Cultivated,LAND ID 597,Weed concern,--,--,--,Weed concern_1,--,Monitor Year 5 - Wetland,Wetland issue not recommended for repair (wt157 ).,RESOLVED,,,
NW 7-7-2 W3M,BESK-0523.0,Cultivated,LAND ID 598,--,--,--,--,Weed concern_1,--,Monitor Year 5 - Wetland,Wetland issue not recommended for repair (wt158 ).,RESOLVED,,,
NW 7-7-2 W3M,BESK-0523.0,Cultivated,LAND ID 598,Compaction,--,--,--,Compaction,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 7-7-2 W3M,BESK-0523.0,Cultivated,LAND ID 598,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 7-7-2 W3M,BESK-0524.0,Cultivated,LAND ID 599,--,--,--,--,Weed concern_1,--,No Further Action Recommended,Land capability is equivalent to off-RoW conditions.,RESOLVED,,,
NE 7-7-2 W3M,BESK-0524.0,Cultivated,LAND ID 599,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 7-7-2 W3M,BESK-0524.0,Cultivated,LAND ID 599,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 7-7-2 W3M,BESK-0524.1,Cultivated,LAND ID 600,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 7-7-2 W3M,BESK-0524.1,Cultivated,LAND ID 600,Seed Catch,--,--,--,Vegetation establishment_1,--,Monitor Year 5 - Wetland,Wetland issue not recommended for repair (wt622).,RESOLVED,,,
NW 8-7-2 W3M,BESK-0525.0,Cultivated,LAND ID 601,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 8-7-2 W3M,BESK-0525.0,Cultivated,LAND ID 601,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 8-7-2 W3M,BESK-0526.0,Cultivated,LAND ID 602,Contouring,--,--,--,Contouring_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 8-7-2 W3M,BESK-0526.0,Cultivated,LAND ID 602,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 8-7-2 W3M,BESK-0526.0,Cultivated,LAND ID 602,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 9-7-2 W3M,BESK-0527.0,Cultivated,LAND ID 603,--,--,--,--,Subsidence_1,--,No Further Action Recommended,Issue expected to improve with agricultural practices.,RESOLVED,,,
NW 9-7-2 W3M,BESK-0527.0,Cultivated,LAND ID 603,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 9-7-2 W3M,BESK-0527.0,Cultivated,LAND ID 603,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 9-7-2 W3M,BESK-0527.0,Improved Pasture,LAND ID 604a,--,--,--,--,Weed concern_1,--,Repair,Not expected to recover without repair.,REPAIR,,,
NW 9-7-2 W3M,BESK-0527.0,Improved Pasture,LAND ID 604a,Seed Catch,--,Seed Catch,Issue Repaired,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,REPAIR,,,
NW 9-7-2 W3M,BESK-0527.0,Cultivated,LAND ID 604b,--,--,--,--,Weed concern_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
NW 9-7-2 W3M,BESK-0527.0,Cultivated,LAND ID 604b,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,MONITOR,,,
,,,,Seed Catch,--,--,--,Vegetation establishment_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,,,,
NE 9-7-2 W3M,BESK-0528.0,Cultivated,LAND ID 605,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 9-7-2 W3M,BESK-0528.0,Cultivated,LAND ID 605,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 9-7-2 W3M,BESK-0528.0,Cultivated,LAND ID 605,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 10-7-2 W3M,BESK-0529.0,Cultivated,LAND ID 607,--,--,--,--,Weed concern_1,--,No Further Action Recommended,Land capability is equivalent to off-RoW conditions.,RESOLVED,,,
NW 10-7-2 W3M,BESK-0529.0,Cultivated,LAND ID 607,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 10-7-2 W3M,BESK-0529.0,Cultivated,LAND ID 607,Subsidence,Issue Repaired,--,--,Subsidence_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 10-7-2 W3M,BESK-0530.0,Cultivated,LAND ID 608,--,--,Weed concern_1,Issue Repaired,Weed concern_1,--,No Further Action Recommended,Land capability is equivalent to off-RoW conditions.,RESOLVED,,,
NE 10-7-2 W3M,BESK-0530.0,Improved Pasture,LAND ID 609,--,--,"Erosion (wind, water)_1",--,"Erosion (wind, water)_1",--,Monitor Year 5,Issue expected to improve through natural processes.,REPAIR,,,
NE 10-7-2 W3M,BESK-0530.0,Improved Pasture,LAND ID 609,--,--,Weed concern_1,Issue Repaired,Weed concern_1,Issue Repaired,Repair,Not expected to recover without repair.,REPAIR,,,
NE 10-7-2 W3M,BESK-0530.0,Improved Pasture,LAND ID 609,Vegetation establishment_1,Issue Repaired,Vegetation establishment_1,--,Vegetation establishment_1,--,No Further Action Recommended,Cattle compounded issue.,REPAIR,,,
NW 11-7-2 W3M,BESK-0531.0,Cultivated,LAND ID 610,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 11-7-2 W3M,BESK-0531.0,Cultivated,LAND ID 610,Subsidence,Issue Repaired,--,--,Subsidence_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 11-7-2 W3M,BESK-0532.0,Cultivated,LAND ID 611,Site visit,--,--,--,Site visit,--,Resolved,No issues.,RESOLVED,,,
NW 12-7-2 W3M,BESK-0533.0,Cultivated,LAND ID 612,Site visit,--,--,--,Site visit,--,Resolved,No issues.,RESOLVED,,,
NE 12-7-2 W3M,BESK-0534.0,Cultivated,LAND ID 613,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 12-7-2 W3M,BESK-0534.0,Cultivated,LAND ID 613,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 7-7-1 W3M,BESK-0535.0,Cultivated,LAND ID 614,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 7-7-1 W3M,BESK-0536.0,Cultivated,LAND ID 615,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 7-7-1 W3M,BESK-0536.0,Cultivated,LAND ID 615,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 8-7-1 W3M,BESK-0537.0,Cultivated,LAND ID 616,Incomplete PCEM assessment,--,--,--,Incomplete Year 3 PCEM assessment,--,Monitor Year 5,Land under fallow during Year 3 PCEM.,MONITOR,,,
NE 8-7-1 W3M,BESK-0538.0,Hay,LAND ID 617,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,MONITOR,,,
NE 8-7-1 W3M,BESK-0538.0,Hay,LAND ID 617,Subsidence,Issue Repaired,--,--,Subsidence_1,--,Monitor Year 5,Confirm conditions are stable.,MONITOR,,,
NE 8-7-1 W3M,BESK-0538.0,Hay,LAND ID 617,Weed concern,--,--,--,Weed concern_1,--,Monitor Year 5,Confirm conditions are stable.,MONITOR,,,
NE 8-7-1 W3M,BESK-0538.0,Cultivated,LAND ID 618,--,--,--,--,Weed concern_1,--,No Further Action Recommended,Land capability is equivalent to off-RoW conditions.,RESOLVED,,,
NW 9-7-1 W3M,BESK-0539.0,Improved Pasture,LAND ID 619,--,--,Vegetation establishment_1,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 9-7-1 W3M,BESK-0539.0,Improved Pasture,LAND ID 619,Weed concern_1,Issue Repaired,Weed concern_1,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 9-7-1 W3M,BESK-0539.0,Native prairie,LAND ID 620,--,--,Vegetation establishment_1,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 9-7-1 W3M,BESK-0539.0,Native prairie,LAND ID 620,--,--,Weed concern_1,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 9-7-1 W3M,BESK-0540.0,Cultivated,LAND ID 621,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 9-7-1 W3M,BESK-0540.0,Cultivated,LAND ID 621,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 10-7-1 W3M,BESK-0541.0,Cultivated,LAND ID 622,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 10-7-1 W3M,BESK-0542.0,Cultivated,LAND ID 623,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 10-7-1 W3M,BESK-0542.0,Cultivated,LAND ID 623,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 10-7-1 W3M,BESK-0542.0,Cultivated,LAND ID 623,Subsidence,--,--,--,Subsidence_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 11-7-1 W3M,BESK-0543.0,Cultivated,LAND ID 624,--,--,--,--,Weed concern_1,Issue Repaired,Resolved,No further action required.,RESOLVED,,,
NW 11-7-1 W3M,BESK-0543.0,Cultivated,LAND ID 624,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 11-7-1 W3M,BESK-0543.0,Cultivated,LAND ID 624,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 11-7-1 W3M,BESK-0544.0,Cultivated,LAND ID 625,--,--,--,--,Compaction,--,No Further Action Recommended,Issue expected to improve with agricultural practices.,RESOLVED,,,
NE 11-7-1 W3M,BESK-0544.0,Cultivated,LAND ID 625,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 11-7-1 W3M,BESK-0544.1,Cultivated,LAND ID 626,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
NE 11-7-1 W3M,BESK-0544.1,Cultivated,LAND ID 626,Seed Catch,--,--,--,Vegetation establishment_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
NW 12-7-1 W3M,BESK-0545.0,Cultivated,LAND ID 627,--,--,--,--,Site visit,--,Resolved,No issues.,RESOLVED,,,
NE 12-7-1 W3M,BESK-0546.0,Cultivated,LAND ID 628,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 12-7-1 W3M,BESK-0546.0,Cultivated,LAND ID 628,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 12-7-1 W3M,BESK-0546.0,Cultivated,LAND ID 628,Subsidence,--,--,--,Subsidence_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 9-7-30 W2M,BESK-0546.1,Cultivated,LAND ID 629,Site visit,--,--,--,Site visit,--,Resolved,No issues.,RESOLVED,,,
NW 10-7-30 W2M,BESK-0547.0,Cultivated,LAND ID 630,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,MONITOR,,,
NW 10-7-30 W2M,BESK-0547.0,Cultivated,LAND ID 630,Seed Catch,--,--,--,Vegetation establishment_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
NE 10-7-30 W2M,BESK-0548.0,Cultivated,LAND ID 631,Seed Catch,--,--,--,Vegetation establishment_1,--,Monitor year 5,Confirm conditions are stable.,MONITOR,,,
NE 10-7-30 W2M,BESK-0548.1,Cultivated,LAND ID 632,--,--,Vegetation establishment_1,--,Vegetation establishment_1,--,Monitor year 5,Confirm conditions are stable.,MONITOR,,,
NE 10-7-30 W2M,BESK-0548.1,Cultivated,LAND ID 632,--,--,Weed concern_1,--,Weed concern_1,Issue Repaired,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,MONITOR,,,
NW 11-7-30 W2M,BESK-0549.0,Cultivated,LAND ID 633,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 11-7-30 W2M,BESK-0550.0,Cultivated,LAND ID 634,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 12-7-30 W2M,BESK-0551.0,Cultivated,LAND ID 635,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 12-7-30 W2M,BESK-0551.0,Cultivated,LAND ID 635,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 12-7-30 W2M,BESK-0552.0,Cultivated,LAND ID 636,--,--,--,--,Incomplete Year 3 PCEM assessment,--,Monitor Year 5,Land under fallow during Year 3 PCEM.,MONITOR,,,
NE 12-7-30 W2M,BESK-0552.0,Cultivated,LAND ID 636,Admixing,--,--,--,Admixing_1,--,Monitor Year 5,Land under fallow during Year 3 PCEM.,MONITOR,,,
NE 12-7-30 W2M,BESK-0552.0,Cultivated,LAND ID 636,Contouring,--,--,--,Contouring_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,MONITOR,,,
NE 12-7-30 W2M,BESK-0552.0,Cultivated,LAND ID 636,Seed Catch,--,--,--,Vegetation establishment_1,--,Monitor Year 5,Land under fallow during Year 3 PCEM.,MONITOR,,,
NE 12-7-30 W2M,BESK-0552.0,Hay,LAND ID 637,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 12-7-30 W2M,BESK-0552.0,Hay,LAND ID 637,Subsidence,--,--,--,Subsidence_1,--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NE 12-7-30 W2M,BESK-0552.0,Hay,LAND ID 637,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NW 7-7-29 W2M,BESK-0553.0,Cultivated,LAND ID 638,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
NW 7-7-29 W2M,BESK-0553.0,Cultivated,LAND ID 638,Seed Catch,--,--,--,Vegetation establishment_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,RESOLVED,,,
NE 7-7-29 W2M,BESK-0554.0,Cultivated,LAND ID 639,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,MONITOR,,,
NE 7-7-29 W2M,BESK-0554.0,Cultivated,LAND ID 639,Seed Catch,--,--,--,Vegetation establishment_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
NW 8-7-29 W2M,BESK-0555.0,Hay,LAND ID 640,Seed Catch,--,--,--,Vegetation establishment_1,--,Monitor Year 5,Issue expected to improve through natural processes.,MONITOR,,,
NW 8-7-29 W2M,BESK-0555.0,Hay,LAND ID 640,Weed concern,--,--,--,Weed concern_1,--,Resolved,Vegetation and soil parameters are similar to off-RoW and on a positive trajectory.,MONITOR,,,
NW 8-7-29 W2M,BESK-0555.0,Cultivated,LAND ID 641,Seed Catch,--,--,--,Vegetation establishment_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
NW 8-7-29 W2M,BESK-0555.0,Cultivated,LAND ID 641,Subsidence,Issue Repaired,--,--,Subsidence_1,--,Monitor Year 5,Issue expected to improve with agricultural practices.,MONITOR,,,
NE 8-7-29 W2M,BESK-0556.0,Cultivated,LAND ID 642,"Erosion (wind, water)",--,--,--,"Erosion (wind, water)_1",--,Resolved,Landscape feature not observed to be an issue during Year 3 PCEM.,RESOLVED,,,
